纯动能钻地弹	0.01216884 0.029034145 -0.01194429 0.0078110388 0.0022197112 -0.004605109 -0.015574687 -0.0029617257 0.026383722 0.013373834 -0.008701068 -0.015809735 -0.011886058 -0.02336265 -0.022710592 0.017681189 -0.018234698 -0.019939043 0.009890983 0.0076578413 0.013285871 -0.022582047 -0.0138260545 -0.023408437 0.004399317 -0.028758302 0.013493656 -0.005261262 -0.011185906 0.011920556 -0.03146175 -0.023131132 -0.00461886 -0.006202712 -0.034156114 -0.0098263305 -0.0017079692 0.007192406 0.026825164 0.013154023 0.026085258 0.012863609 -0.013134984 0.020132342 0.024653712 -0.0055176495 -0.021910327 0.015278111 -0.01699914 -0.008779128
侵彻试验	0.028074853 0.03906392 -0.019071084 0.015485659 0.014660154 0.0086101685 -0.025428928 -0.003359054 0.040457096 -0.0004782307 0.00022884531 -0.014316334 -0.004592611 -0.018042145 -0.02340424 0.01941228 -0.011457658 -0.017312143 0.016070483 0.00580467 0.026314288 -0.014826151 -0.006489245 -0.020824622 -0.0051608705 -0.014993716 0.017526273 -0.0053224703 -0.020891111 0.022316629 -0.022597305 -0.021933937 -0.0037865874 -0.0063084103 -0.03838989 -0.02924858 -0.001384151 0.0051511233 0.027947849 0.0017003627 0.015967226 -0.0005750721 -0.019907298 0.020980287 0.01944658 -0.009112386 -0.026730945 0.03219706 -0.030601617 0.00351591
试验	0.014863391 0.021940337 -0.0047974526 0.0162699 -0.0034917155 -0.0043195933 -0.015898373 0.00066479295 0.023595098 0.0002121993 0.006957455 -0.022644352 -0.0019450801 -0.014648692 -0.008948224 0.015425591 -0.013124432 -0.019037196 0.008626772 -0.004453883 0.010350843 -0.017916093 -0.0037297416 -0.020878155 0.0038847853 -0.016233893 0.008432104 0.000367777 -0.0134793725 0.014393518 -0.027572276 -0.015023922 -0.0032738922 -0.0069877706 -0.022025527 -0.017738555 0.011286975 -0.0003413169 0.030013569 0.0034464758 0.024710389 -0.003438399 -0.018674979 0.013962439 0.015555667 -0.016525507 -0.01183957 0.015333246 -0.014153198 -0.004348686
基本	0.018159717 0.022780577 -0.019975854 0.013597844 0.00025878128 0.0049178703 -0.019359801 0.00049676513 0.026324987 0.005229556 -0.008053082 -0.01843259 -0.008675922 -0.0125162285 -0.0117182685 0.009154854 -0.013765265 -0.014091491 0.0144151375 -0.005810534 0.010212774 -0.018203756 -0.0084489845 -0.010916763 -0.0031521593 -0.007414532 0.018702036 -0.0059464956 -0.019100651 0.005443745 -0.014334401 -0.01926313 -0.009616282 -0.013030857 -0.023343163 -0.015423538 -0.0010858165 0.0028382407 0.020331876 0.015374494 0.024388134 -0.002748877 -0.009961175 0.012041254 0.01067994 -0.009366462 -0.008487447 0.02729696 -0.0069350237 -0.008800742
状态	0.018115737 0.043085232 -0.025873637 0.01632952 0.011914673 -0.0043425835 -0.017175285 -0.0032029129 0.040789966 0.011505355 -0.0055950433 -0.021001212 -0.0038779555 -0.015645571 -0.01346675 0.0042698225 -0.01475043 -0.021713719 0.0016973468 -0.005659767 0.02280469 -0.0217661 -0.015015585 -0.028428279 -0.011875036 -0.015579894 0.021121465 0.008235115 -0.008969936 0.024672275 -0.031517547 -0.030185476 -0.012151685 -0.005187936 -0.021873387 -0.020589577 -0.002564496 0.009100061 0.038298197 0.00032057095 0.0141536 0.013186799 -0.017360298 0.027219277 0.01665544 -0.01935759 -0.023902215 0.030038584 -0.028424507 -0.011594642
为	0.02759387 0.03702391 -0.028610434 0.009865724 0.00031074797 0.012246676 -0.016023533 -0.011601946 0.035863563 -0.004213089 0.003111817 -0.0136238225 -0.01081287 -0.023927089 -0.025389902 0.018760003 -0.018372998 -0.016832441 0.012085066 0.004506596 0.02473469 -0.014080368 -0.016969932 -0.030463256 -0.013220185 -0.021299327 0.029460074 0.0004538656 -0.024581274 0.013299462 -0.018069787 -0.014818365 -0.014637134 0.00058356556 -0.03844511 -0.020665579 0.008668041 0.00055652356 0.030977186 0.017245831 0.025111176 0.014979239 -0.007898666 0.021825524 0.028430698 -0.014784888 -0.02578841 0.024242917 -0.017216627 0.0025688
：	0.003750205 0.024297683 -0.009003616 0.009811551 0.0025185773 0.00836169 -0.021904219 -0.004614637 0.020544775 0.0016180564 -0.007336788 -0.005784349 -0.0116858715 -0.01664175 -0.009388969 0.013026828 -0.0029370356 -0.003725796 0.01111552 -0.009487585 0.017027827 -0.014209932 -0.012043934 -0.018101083 0.0031464975 -0.004935073 0.010345567 -0.003980278 -0.0019331226 0.010878217 -0.009464404 -0.0039894185 -0.0030715535 -0.0070964154 -0.015540915 -0.0149473585 -0.0018647594 0.0038684774 0.022395082 0.010426595 0.019213742 -0.0014335122 -0.013442218 0.010908251 0.009265184 -0.011441235 -0.016207576 0.008596267 -0.0025230702 0.00041005402
弹丸	0.0075866967 0.03218123 -0.016330928 0.016244307 -0.0032189821 0.009854055 -0.023667326 -0.0125798015 0.032211497 0.003438401 -0.008863069 -0.013845373 -0.011059668 -0.018323833 -0.019212496 0.0057720523 -0.0016666708 -0.019861642 0.011846686 0.0104370415 0.019131245 -0.022780208 -0.024300132 -0.026470076 0.002085511 -0.024537494 0.01538792 -0.0049596783 -0.023095716 0.025967242 -0.025323668 -0.026943477 -0.011880651 -0.010590211 -0.027039275 -0.010210366 0.012164789 0.007882591 0.020604167 0.0020992223 0.024697067 0.0038841541 -0.009332739 0.020042857 0.018197015 -0.015252595 -0.015587385 0.020889109 -0.012365404 0.00049537665
质量	0.010716387 0.016372971 -0.01964927 0.004713457 0.010508517 0.008555924 -0.005470951 -0.016615195 0.017721634 0.0063185846 -0.0057884515 -0.0046675187 0.0039921547 -0.015543619 -0.014129838 0.012556009 -0.006876677 -0.0066659735 0.0061986465 8.167579e-05 0.018152876 -0.022537114 -0.009500696 -0.023652855 -0.0045019872 -0.0064427853 0.008579714 -0.0043807398 -0.012534584 0.017812166 -0.028143357 -0.015070357 -0.013459086 -0.0032773041 -0.020640308 -0.014600985 -0.002046351 0.002984094 0.02750235 0.009688813 0.008213028 0.003730883 -0.017807785 0.01862431 0.011905727 -0.016389616 -0.0148902 0.015592904 -0.015517507 0.005366257
NumG	0.017201742 0.021533882 -0.008780734 0.0004979352 -0.00047364226 0.0024147127 -0.0025296488 -0.0040036673 0.02683189 -0.0062947343 -0.00042252737 -0.01664441 -0.0032587585 -0.020162143 -0.010939809 0.014039542 0.0025384882 -0.0019709752 0.007608567 -0.0022257906 0.0040329336 -0.019256879 -0.0037051546 -0.022584142 -0.0016074228 -0.022827176 0.0026640275 0.006009463 -0.00818174 0.010213406 -0.012232698 -0.013500264 -0.010536132 -0.003837406 -0.0068349917 -0.016725862 -0.0035531847 0.0067920736 0.011966784 0.015645169 0.011661836 0.009722149 -0.000211557 0.012167418 0.014511287 0.00048810928 -0.011126362 0.010394069 -0.011389973 -0.009664619
直径	0.0019401351 0.027831629 -0.002896321 0.009286893 0.012727777 -0.00010762948 -0.00810144 -0.002462021 0.018748265 0.009726404 -0.009372455 -0.007254736 0.0023770116 -0.025328545 -0.019570189 0.0049922885 -0.013162444 -0.009961277 0.01111419 0.002111639 0.020845797 -0.017338546 -0.016507095 -0.027514298 -0.0017318869 -0.011302805 0.009307898 0.0073748366 -0.014823888 0.006822807 -0.008984491 -0.01802586 0.004650015 0.0011266979 -0.026621182 -0.020184627 0.003415866 0.002879876 0.01887154 0.005466328 0.017910128 -0.0044512046 -0.01792697 0.0058505745 0.0073291855 -0.00808215 -0.012143797 0.02144496 -0.0055244775 -0.004469471
125	0.01592019 0.011067463 -0.010575465 0.009717239 0.008548589 0.00614037 -0.008308339 -0.003157078 0.014572958 0.00407807 -0.008091739 -0.0062751314 -0.012939226 -0.008120465 -0.002630893 -0.0014770149 0.00303626 -0.0021449882 0.0008528241 0.0012871136 0.015734317 0.0005486263 -0.01279133 -0.014852374 -0.0025997786 -0.014263525 -0.0015548111 0.0051819626 -0.016315991 0.0107499 -0.018873444 -0.017188156 0.004549061 -0.0025941227 -0.016862947 -0.010414986 0.008617031 0.002268231 0.017907899 0.0037279786 0.0001999374 -0.0041065915 -0.005649788 0.013682564 0.0042995485 -0.011628016 -0.0031038355 0.0024065578 -0.014982748 -0.0056745117
mm	0.008026915 0.021081455 -0.010089619 -0.0015848358 0.009841422 0.004355442 -0.021445747 -0.014559259 0.03068787 -0.0007421256 -0.0052421605 -0.016334418 -0.010843434 -0.024677921 -0.007068213 0.0043054787 -0.0076618074 -0.0028054533 -0.002573613 0.0017169683 0.0053545167 -0.011124259 -0.01021871 -0.00631298 -0.0117461365 -0.009951937 0.012128033 -0.0013585046 -0.007121608 0.0010282026 -0.025818538 -0.0057709557 0.004960194 -0.013616337 -0.008724982 -0.019613266 -0.002919796 0.0043912935 0.025304526 0.007670214 0.020742683 -0.004031803 -0.0050103846 0.0062673865 0.009079453 -0.011582371 -0.023267362 0.011424639 -0.01434311 -0.008619219
要求	0.005832423 0.028728684 -0.017317813 0.0132908905 0.0021518976 -0.0032630027 -0.020601647 -0.0042714165 0.026868992 0.0032530804 -0.010920022 -0.012200049 -0.0020061382 -0.0123672 -0.02282592 0.0006418203 -0.009259322 -0.007530486 0.011187547 0.009069808 0.017001443 -0.003687026 -0.004542256 -0.009751172 -0.012425157 -0.009013435 0.00962067 0.007521805 -0.0007909951 0.0043820916 -0.025192799 -0.017581725 -0.00496995 -0.00059328537 -0.01023943 -0.016549217 0.008486483 -0.0070107244 0.02997052 0.011769857 0.0072507905 -0.00096202013 -0.016278746 0.021010337 0.005967318 -0.017216558 -0.014622565 0.013064823 -0.016642254 -0.0058160573
着靶速度	0.0059599206 0.032374784 -0.0060321814 0.014827467 -0.004449277 0.0057825795 -0.022976484 -0.0067323884 0.021275083 0.003426578 -0.003904748 -0.016265007 -0.011381265 -0.008553374 -0.008207948 0.00034621812 -0.01613659 -0.0037286205 0.0045224605 0.0059481747 0.022847727 -0.012575493 -0.020350067 -0.017690435 0.0023524123 -0.022079531 0.023172515 0.0025620623 -0.005904855 0.021352405 -0.01280266 -0.020447709 -0.002325488 -0.005116905 -0.018621342 -0.020903004 -0.002930668 -0.004692647 0.015442807 0.014939028 0.02340108 0.003915946 0.00054962427 0.013146018 0.009331513 -0.0154369185 -0.012236126 0.016749838 -0.014958704 -0.00037657615
560	0.020993875 0.031631023 -0.017903553 0.004633452 0.010711587 0.0016164134 -0.025288804 -0.014777188 0.036049206 0.008695294 0.0019579898 -0.020798549 -0.009001135 -0.022800324 -0.01964698 0.0059700627 -0.019278033 -0.00349127 -0.00063424394 -0.0018496772 0.014398076 -0.016394846 -0.020747615 -0.025152216 -0.0013028008 -0.024878992 0.008317438 -0.004568232 -0.016302662 0.014997005 -0.025304597 -0.012961433 -0.010519794 -0.0118531 -0.015797796 -0.011400752 -0.0047791256 -0.0049896496 0.026367776 0.015908398 0.013174651 0.0085347 -0.010962805 0.016195338 0.020427946 -0.017990757 -0.015564475 0.012720307 -0.023595065 0.0013091165
m/s	0.010741189 0.025086695 -0.003617117 0.0068954285 0.004008806 -9.704708e-05 -0.009287035 0.00096603134 0.017046383 0.0056175874 0.005675536 -0.0086911945 -0.007131523 -0.015732465 -0.017883344 0.0023076457 -0.01012448 -0.01723449 0.013042784 -0.006642506 0.011477486 -0.019140871 -0.007110029 -0.015724115 -0.007022526 -0.016151257 0.015822789 0.008230365 -0.008505582 0.016956527 -0.02049374 -0.018060412 -0.0014607819 -0.003195329 -0.010325957 -0.0040373476 0.008136907 0.009765205 0.021480136 0.0002575073 0.0033918475 0.002426945 -0.006837183 0.010172585 0.0018078042 0.0029009394 -0.0150335515 0.0046037077 -0.012721563 -0.0036374116
混凝土靶	0.0072404677 0.030881785 -0.0125061935 0.018873535 0.000615513 0.0022218043 -0.023630703 0.00090602186 0.023070587 -0.0047586206 0.006856476 -0.0035442528 -0.014746854 -0.0135865 -0.020348469 0.0011994581 -0.011901606 -0.010723513 0.0040496844 -0.0011090412 0.022091182 -0.01547264 -0.010596154 -0.012481105 -0.0058853733 -0.016687239 0.020335887 0.007513146 -0.012845506 0.018019881 -0.017710576 -0.012834197 -0.014129564 -0.008509369 -0.013429426 -0.010183732 0.011263435 0.0029549587 0.020118633 0.0010143472 0.012371173 -0.00049949833 -0.008152689 0.009824623 0.014441658 -0.018836355 -0.007199903 0.019867562 -0.013425741 -0.0072192093
C35的圆柱形素混凝土靶	0.014680532 0.025198644 -0.014384128 -0.0004154015 0.006009255 -0.0072362805 -0.0015158172 -0.0149375005 0.017140592 0.005578752 -0.009521485 -0.014701686 -0.013899074 -0.005394861 -0.0031524422 0.009678955 -0.00028762498 0.00058985886 0.0044173575 -0.004409297 0.00804389 -0.0023342567 -0.01569135 -0.013717071 0.0010561452 -0.012573782 0.0033173026 0.007938249 -0.015854303 0.0039609666 -0.017402565 -0.013443578 0.007103173 -0.0064874357 -0.0082805995 -0.0061412863 0.008297254 0.0045553152 0.024765342 0.008916945 0.0005396451 -0.0047185863 0.00079258555 0.0066069495 0.010687714 -0.0062303524 -0.0015483561 0.010391385 -0.014007639 0.008691609
靶面直径	-0.0040599294 0.014819773 -0.0005623299 0.0129750585 0.0022825808 -0.0031092402 -0.008735202 -0.0008448095 0.009933004 0.008002207 0.0014259425 -0.0009559252 -0.0034077424 -0.015949072 -0.011787463 -0.002522219 -0.0039450405 -0.0016969492 -0.0022323395 0.002834315 0.007076574 -0.013667205 -0.008670573 -0.00865195 0.003931735 0.00023817594 0.011960502 -0.010185091 0.0039517935 0.013782167 -0.0040160553 -0.015897159 -0.0036267801 0.002497936 -0.0056136707 -0.013974733 0.00809192 0.0018208195 0.016760083 0.009114352 0.00018469497 0.006568545 0.0017122712 0.0009214873 0.013435863 -0.006013123 -0.0055818376 0.018140625 -0.008418914 0.0066968636
2.4	0.017705033 0.03293982 -0.022041693 -0.00075168634 -0.0030546612 0.00047805882 -0.020648554 -0.0055005 0.017269963 -0.0012502277 -0.009811129 -0.011678473 -0.008088126 -0.011657517 -0.017402308 -0.0019133106 -0.009680749 -0.0013378955 0.0015859926 0.0043243305 0.0145983845 -0.005587406 -0.02041861 -0.023486594 -0.0006227921 -0.015882023 0.01644132 -0.004731124 -0.006568086 0.004821901 -0.022705816 -0.020593148 0.0040324973 0.0014582047 -0.025328435 -0.008745608 0.011133973 0.009349476 0.023455275 0.015956124 0.009938191 -0.004731203 -0.0025517368 0.018195456 0.013066327 -0.01147762 -0.010945489 0.015643945 -0.022405334 0.0002864405
m	0.015237258 0.040402256 -0.018472897 0.003983172 0.012662711 0.0030316615 -0.027478738 -0.010991857 0.036388934 0.014067713 0.007023294 -0.007703069 -0.00027408786 -0.02080073 -0.016047016 0.011788807 -0.0009166577 -0.015553142 0.0034747582 0.0024748917 0.016078683 -0.023144875 -0.02089805 -0.0325385 -0.001532003 -0.028290216 0.013540774 0.0034319048 -0.021711662 0.020408288 -0.02380854 -0.024167988 0.003256909 -0.009888627 -0.024724966 -0.020125143 0.0005299055 0.0020423569 0.019905882 -7.08553e-05 0.01864202 0.013030538 -0.020665184 0.025757069 0.021428486 -0.022155842 -0.011346632 0.031511195 -0.017071204 0.00021811294
长	0.0076946937 0.033668157 -0.017151129 0.007312675 0.008697875 0.012440459 -0.010844024 -0.018869178 0.02692584 0.014253688 -0.004215094 -0.022337917 -0.012778119 -0.021062987 -0.023946224 0.0033379262 -0.009374252 -0.020870173 0.0061539873 0.00882607 0.0062567336 -0.021412166 -0.007211148 -0.012777661 -0.00040047066 -0.01679282 0.019964067 -0.007909468 -0.021797156 0.020272724 -0.014272953 -0.023385284 -0.0039998973 -0.0023037938 -0.029164407 -0.010380621 -0.00034882422 0.0069660135 0.02678557 0.0090287505 0.012428388 0.015535571 -0.00932727 0.019331656 0.022321045 -0.01886877 -0.013383219 0.01802407 -0.007690441 -0.0011058458
